Company,Theme,Level,Level Name,Use Case,Status,Capability to implement to others,Solution Name,Solution Description,Function in Solution,In-house / Vendor development,Folder_URL
TMP,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Parts & Vehicle Delivery Log Sheets,Yellow,Yes,TMP Parts & Vehicle Delivery Log Sheets Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMP operations.,Automated Agile & Optimize Supply Operation monitoring for Parts & Vehicle Delivery Log Sheets,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMP,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Digital Shipment Logging,Green,Yes,TMP Digital Shipment Logging Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMP operations.,Automated Agile & Optimize Supply Operation monitoring for Digital Shipment Logging,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMP,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Logistics Planning & Tracking,Green,No,TMP Logistics Planning & Tracking Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMP operations.,Automated Agile & Optimize Supply Operation monitoring for Logistics Planning & Tracking,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMV,Production EQ Maintenance,3,Condition-based MTN,Digital PMRS,Green,No,TMV Digital PMRS Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMV operations.,Automated Production EQ Maintenance monitoring for Digital PMRS,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMV,Production EQ Maintenance,3,Condition-based MTN,M/C Data Monitoring,Green,No,TMV M/C Data Monitoring Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMV operations.,Automated Production EQ Maintenance monitoring for M/C Data Monitoring,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMV,Production EQ Maintenance,3,Condition-based MTN,PM Method Optimization,Green,No,TMV PM Method Optimization Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMV operations.,Automated Production EQ Maintenance monitoring for PM Method Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMV,Production EQ Maintenance,3,Condition-based MTN,RCA Board,Yellow,No,TMV RCA Board Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMV operations.,Automated Production EQ Maintenance monitoring for RCA Board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMV,Production EQ Maintenance,3,Condition-based MTN,PM Kanban,Green,No,TMV PM Kanban Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMV operations.,Automated Production EQ Maintenance monitoring for PM Kanban,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMV,Production EQ Maintenance,3,Condition-based MTN,AR Maintenance Training,Yellow,No,TMV AR Maintenance Training Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMV operations.,Automated Production EQ Maintenance monitoring for AR Maintenance Training,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMV,Production EQ Maintenance,3,Condition-based MTN,Spare Parts Inventory Management,Yellow,No,TMV Spare Parts Inventory Management Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMV operations.,Automated Production EQ Maintenance monitoring for Spare Parts Inventory Management,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMV,Production EQ Maintenance,3,Condition-based MTN,Maintenance Control Center,Red,No,TMV Maintenance Control Center Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMV operations.,Automated Production EQ Maintenance monitoring for Maintenance Control Center,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMV,Production EQ Maintenance,2,Standardized PMRS,Assignment Board,Green,No,TMV Assignment Board Platform,Provides end-to-end visibility and Standardized PMRS capabilities for TMV operations.,Automated Production EQ Maintenance monitoring for Assignment Board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=pnFGPN
TMV,Production EQ Maintenance,2,Standardized PMRS,Standardized Skill Matrix,Green,Yes,TMV Standardized Skill Matrix Platform,Provides end-to-end visibility and Standardized PMRS capabilities for TMV operations.,Automated Production EQ Maintenance monitoring for Standardized Skill Matrix,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=pnFGPN
TMV,Quality Reform,3,Quality data Integration (Digitalization),QMS System with data backbone,Green,No,TMV QMS System with data backbone Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for TMV operations.,Automated Quality Reform monitoring for QMS System with data backbone,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Quality%20Reform?csf=1&web=1&e=ktayKc
TMV,Quality Reform,3,Quality data Integration (Digitalization),Centralized & Real‑time EQ parameter IIOT,Green,No,TMV Centralized & Real‑time EQ parameter IIOT Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for TMV operations.,Automated Quality Reform monitoring for Centralized & Real‑time EQ parameter IIOT,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Quality%20Reform?csf=1&web=1&e=ktayKc
TMV,Quality Reform,3,Quality data Integration (Digitalization),AI Camera Inspection (Auto judgement),Green,No,TMV AI Camera Inspection (Auto judgement) Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for TMV operations.,Automated Quality Reform monitoring for AI Camera Inspection (Auto judgement),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Quality%20Reform?csf=1&web=1&e=ktayKc
TMV,Quality Reform,2,Digital Quality info (Digitization),Digital Camera Capturing Function (Capture & Final judge by human),Yellow,No,TMV Digital Camera Capturing Function (Capture & Final judge by human) Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMV operations.,Automated Quality Reform monitoring for Digital Camera Capturing Function (Capture & Final judge by human),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
TMV,Quality Reform,2,Digital Quality info (Digitization),Digital Digital Autograding,Green,Yes,TMV Digital Digital Autograding Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMV operations.,Automated Quality Reform monitoring for Digital Digital Autograding,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
TMV,Quality Reform,2,Digital Quality info (Digitization),Genba e‑board,Yellow,Yes,TMV Genba e‑board Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMV operations.,Automated Quality Reform monitoring for Genba e‑board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
TMV,Quality Reform,2,Digital Quality info (Digitization),IoT QA Analytics,Green,No,TMV IoT QA Analytics Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMV operations.,Automated Quality Reform monitoring for IoT QA Analytics,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
TMV,Quality Reform,2,Digital Quality info (Digitization),Digital TraI activities,Green,Yes,TMV Digital TraI activities Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMV operations.,Automated Quality Reform monitoring for Digital TraI activities,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
TMV,Quality Reform,2,Digital Quality info (Digitization),AR Guided Visual Inspection,Green,No,TMV AR Guided Visual Inspection Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMV operations.,Automated Quality Reform monitoring for AR Guided Visual Inspection,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
TMV,Quality Reform,2,Digital Quality info (Digitization),M/C Data Monitoring for EQ parameter,Green,Yes,TMV M/C Data Monitoring for EQ parameter Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMV operations.,Automated Quality Reform monitoring for M/C Data Monitoring for EQ parameter,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
TMV,Digitized Workplace,3,Digital Connectivity – Data Connected,Digital / AR Assisted Work Instructions,Red,No,TMV Digital / AR Assisted Work Instructions Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for TMV operations.,Automated Digitized Workplace monitoring for Digital / AR Assisted Work Instructions,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
TMV,Digitized Workplace,3,Digital Connectivity – Data Connected,Shopfloor Digital Asakai,Green,No,TMV Shopfloor Digital Asakai Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for TMV operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Asakai,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
TMV,Digitized Workplace,3,Digital Connectivity – Data Connected,Connected Workforce (Digital Shopfloor Mgmt. System),Yellow,No,TMV Connected Workforce (Digital Shopfloor Mgmt. System) Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for TMV operations.,Automated Digitized Workplace monitoring for Connected Workforce (Digital Shopfloor Mgmt. System),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
TMV,Digitized Workplace,2,Digital Base – Data Collection,Digital Dashboards by Area,Yellow,No,TMV Digital Dashboards by Area Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMV operations.,Automated Digitized Workplace monitoring for Digital Dashboards by Area,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
TMV,Digitized Workplace,2,Digital Base – Data Collection,Digital Entry Prod. Tracking,Green,No,TMV Digital Entry Prod. Tracking Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMV operations.,Automated Digitized Workplace monitoring for Digital Entry Prod. Tracking,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
TMV,Digitized Workplace,2,Digital Base – Data Collection,Shopfloor Digital Workflow,Green,No,TMV Shopfloor Digital Workflow Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMV operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Workflow,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
TMV,Digitized Workplace,2,Digital Base – Data Collection,Digital Kanban,Green,Yes,TMV Digital Kanban Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for TMV operations.,Automated Digitized Workplace monitoring for Digital Kanban,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
TMV,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Inventory & Production Planning Optimization,Yellow,No,TMV Inventory & Production Planning Optimization Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for TMV operations.,Automated Agile & Optimize Supply Operation monitoring for Inventory & Production Planning Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=b5eohp
TMV,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Customer Order‑to‑Delivery Tracking,Green,No,TMV Customer Order‑to‑Delivery Tracking Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for TMV operations.,Automated Agile & Optimize Supply Operation monitoring for Customer Order‑to‑Delivery Tracking,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=b5eohp
TMV,Agile & Optimize Supply Operation,2,Siloed System & Tracking,MSP Data Centralized & Visualization,Green,No,TMV MSP Data Centralized & Visualization Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMV operations.,Automated Agile & Optimize Supply Operation monitoring for MSP Data Centralized & Visualization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMV,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Import/Local Parts inventory tracking & management (Smart Part visualization),Green,No,TMV Import/Local Parts inventory tracking & management (Smart Part visualization) Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMV operations.,Automated Agile & Optimize Supply Operation monitoring for Import/Local Parts inventory tracking & management (Smart Part visualization),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMV,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Parts & Vehicle Delivery Log Sheets,Green,No,TMV Parts & Vehicle Delivery Log Sheets Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMV operations.,Automated Agile & Optimize Supply Operation monitoring for Parts & Vehicle Delivery Log Sheets,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMV,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Digital Shipment Logging,Green,Yes,TMV Digital Shipment Logging Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMV operations.,Automated Agile & Optimize Supply Operation monitoring for Digital Shipment Logging,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMV,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Logistics Planning & Tracking,Green,Yes,TMV Logistics Planning & Tracking Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for TMV operations.,Automated Agile & Optimize Supply Operation monitoring for Logistics Planning & Tracking,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMY,Production EQ Maintenance,3,Condition-based MTN,Digital PMRS,Green,No,TMY Digital PMRS Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMY operations.,Automated Production EQ Maintenance monitoring for Digital PMRS,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMY,Production EQ Maintenance,3,Condition-based MTN,M/C Data Monitoring,Yellow,No,TMY M/C Data Monitoring Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMY operations.,Automated Production EQ Maintenance monitoring for M/C Data Monitoring,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMY,Production EQ Maintenance,3,Condition-based MTN,PM Method Optimization,Yellow,No,TMY PM Method Optimization Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMY operations.,Automated Production EQ Maintenance monitoring for PM Method Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMY,Production EQ Maintenance,3,Condition-based MTN,RCA Board,Green,No,TMY RCA Board Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMY operations.,Automated Production EQ Maintenance monitoring for RCA Board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMY,Production EQ Maintenance,3,Condition-based MTN,PM Kanban,Green,No,TMY PM Kanban Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMY operations.,Automated Production EQ Maintenance monitoring for PM Kanban,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMY,Production EQ Maintenance,3,Condition-based MTN,AR Maintenance Training,Green,No,TMY AR Maintenance Training Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMY operations.,Automated Production EQ Maintenance monitoring for AR Maintenance Training,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMY,Production EQ Maintenance,3,Condition-based MTN,Spare Parts Inventory Management,Yellow,No,TMY Spare Parts Inventory Management Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMY operations.,Automated Production EQ Maintenance monitoring for Spare Parts Inventory Management,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMY,Production EQ Maintenance,3,Condition-based MTN,Maintenance Control Center,Red,No,TMY Maintenance Control Center Platform,Provides end-to-end visibility and Condition-based MTN capabilities for TMY operations.,Automated Production EQ Maintenance monitoring for Maintenance Control Center,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=cnsOHP
TMY,Production EQ Maintenance,2,Standardized PMRS,Assignment Board,Green,No,TMY Assignment Board Platform,Provides end-to-end visibility and Standardized PMRS capabilities for TMY operations.,Automated Production EQ Maintenance monitoring for Assignment Board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=pnFGPN
TMY,Production EQ Maintenance,2,Standardized PMRS,Standardized Skill Matrix,Green,No,TMY Standardized Skill Matrix Platform,Provides end-to-end visibility and Standardized PMRS capabilities for TMY operations.,Automated Production EQ Maintenance monitoring for Standardized Skill Matrix,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=pnFGPN
TMY,Quality Reform,3,Quality data Integration (Digitalization),QMS System with data backbone,Yellow,No,TMY QMS System with data backbone Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for TMY operations.,Automated Quality Reform monitoring for QMS System with data backbone,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Quality%20Reform?csf=1&web=1&e=ktayKc
TMY,Quality Reform,3,Quality data Integration (Digitalization),Centralized & Real‑time EQ parameter IIOT,Yellow,No,TMY Centralized & Real‑time EQ parameter IIOT Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for TMY operations.,Automated Quality Reform monitoring for Centralized & Real‑time EQ parameter IIOT,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Quality%20Reform?csf=1&web=1&e=ktayKc
TMY,Quality Reform,3,Quality data Integration (Digitalization),AI Camera Inspection (Auto judgement),Green,No,TMY AI Camera Inspection (Auto judgement) Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for TMY operations.,Automated Quality Reform monitoring for AI Camera Inspection (Auto judgement),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Quality%20Reform?csf=1&web=1&e=ktayKc
TMY,Quality Reform,2,Digital Quality info (Digitization),Digital Camera Capturing Function (Capture & Final judge by human),Green,Yes,TMY Digital Camera Capturing Function (Capture & Final judge by human) Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for TMY operations.,Automated Quality Reform monitoring for Digital Camera Capturing Function (Capture & Final judge by human),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
